team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id
Santos Laguna,,,,77.33,77.33,3016,,,,,,46.79,46.79,1825,5.38,5.38,210,35.72,35.72,1393,9.72,9.72,379,,,,,,,,,,,,,,,,,,253761.0,7.76,,,,,,,,,1.56,1.56,61,,,,,90.91,0.0,11.0,,,,0.18,0.18,0.0,0.0,7.0,212355.0,,560,14.36,97,359.0,233,220,234.0,,560,13.56,13.56,529.0,,,,,,,,2.03,2.03,2,0.05,79,260749,0.05,0.05,0.0,0.0,2.0,212355.0
Atlas,,,,88.05,88.05,3258,,,,,,50.43,50.43,1866,4.49,4.49,166,36.11,36.11,1336,10.38,10.38,384,,,,,,,,,,,,,,,,,,254057.0,7.37,,,,,,,,,1.73,1.73,64,,,,,80.0,1.0,4.0,,,,0.11,0.11,0.0,0.0,4.0,235984.0,,440,11.89,71,276.0,236,146,210.0,,440,15.46,15.46,572.0,,,,,,,,2.19,2.19,0,0.0,81,258514,0.05,0.05,0.0,0.0,2.0,212304.0
León,,,,72.39,72.39,2606,,,,,,51.97,51.97,1871,5.47,5.47,197,36.19,36.19,1303,11.67,11.67,420,,,,,,,,,,,,,,,,,,402376.0,7.38,,,,,,,,,1.78,1.78,64,,,,,50.0,0.0,2.0,,,,0.28,0.28,2.0,0.06,10.0,254102.0,,478,13.28,83,318.0,240,172,199.0,,478,16.89,16.89,608.0,,,,,,,,2.08,2.08,1,0.03,75,237102,0.11,0.11,0.0,0.0,4.0,237102.0
América,,,,81.67,81.67,3430,,,,,,53.76,53.76,2258,5.88,5.88,247,43.81,43.81,1840,9.79,9.79,411,,,,,,,,,,,,,,,,,,253780.0,7.54,,,,,,,,,1.74,1.74,73,,,,,85.71,1.0,6.0,,,,0.05,0.05,1.0,0.02,2.0,447092.0,,661,15.74,125,397.0,276,247,299.0,,661,15.31,15.31,643.0,,,,,,,,1.95,1.95,0,0.0,82,259240,,,,,,
Nordsjælland,,,,92.72,92.72,2967,,,,,,55.0,55.0,1760,5.41,5.41,173,49.78,49.78,1593,9.34,9.34,299,,,,,,,,,,,,,,,,,,32795609.0,7.65,,,,,,,,,1.69,1.69,54,,,,,66.67,2.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,37563059.0,,414,12.94,102,279.0,166,161,143.0,,414,15.0,15.0,480.0,,,,,,,,1.84,1.84,1,0.03,59,84512,0.13,0.13,0.0,0.0,4.0,37614052.0
Lyngby Boldklub,,,,71.97,71.97,2303,,,,,,46.69,46.69,1494,5.47,5.47,175,35.97,35.97,1151,9.94,9.94,318,,,,,,,,,,,,,,,,,,32013716.0,7.19,,,,,,,,,1.25,1.25,40,,,,,50.0,0.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,24279.0,,307,9.59,112,253.0,173,128,140.0,,307,12.44,12.44,398.0,,,,,,,,2.19,2.19,1,0.03,70,83478,,,,,,
Toluca,,,,92.51,92.51,3978,,,,,,50.0,50.0,2150,4.72,4.72,203,39.0,39.0,1677,9.98,9.98,429,,,,,,,,,,,,,,,,,,260889.0,7.6,,,,,,,,,1.72,1.72,74,,,,,92.86,1.0,13.0,,,,0.12,0.12,0.0,0.0,5.0,233949.0,,567,13.19,96,356.0,215,231,238.0,,567,14.74,14.74,634.0,,,,,,,,2.33,2.33,1,0.02,100,233949,0.09,0.09,0.0,0.0,4.0,70307.0
Puebla,,,,68.42,68.42,2600,,,,,,48.11,48.11,1828,4.03,4.03,153,31.16,31.16,1184,11.61,11.61,441,,,,,,,,,,,,,,,,,,253326.0,7.65,,,,,,,,,1.16,1.16,44,,,,,80.0,1.0,4.0,,,,0.03,0.03,1.0,0.03,1.0,253902.0,,445,11.71,73,279.0,238,169,220.0,,445,15.16,15.16,576.0,,,,,,,,2.76,2.76,0,0.0,105,129597,0.03,0.03,0.0,0.0,1.0,13649139.0
Juárez,,,,83.17,83.17,2911,,,,,,49.97,49.97,1749,5.14,5.14,180,36.89,36.89,1291,9.83,9.83,344,,,,,,,,,,,,,,,,,,252740.0,7.29,,,,,,,,,1.14,1.14,40,,,,,40.0,3.0,2.0,,,,0.14,0.14,1.0,0.03,5.0,185955.0,,384,10.97,66,233.0,212,115,198.0,,384,14.43,14.43,505.0,,,,,,,,2.54,2.54,0,0.0,89,130137,0.11,0.11,0.0,0.0,4.0,252650.0
Atlético San Luis,,,,67.97,67.97,2515,,,,,,44.19,44.19,1635,4.24,4.24,157,27.84,27.84,1030,10.27,10.27,380,,,,,,,,,,,,,,,,,,37262609.0,7.65,,,,,,,,,0.95,0.95,35,,,,,80.0,1.0,4.0,,,,0.08,0.08,2.0,0.05,3.0,253469.0,,381,10.3,56,239.0,201,130,167.0,,381,14.24,14.24,527.0,,,,,,,,2.3,2.3,1,0.03,85,219722,0.03,0.03,0.0,0.0,1.0,2823329.0
Querétaro,,,,73.03,73.03,2483,,,,,,45.94,45.94,1562,4.68,4.68,159,30.62,30.62,1041,11.56,11.56,393,,,,,,,,,,,,,,,,,,238290.0,7.23,,,,,,,,,1.62,1.62,55,,,,,66.67,2.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,237213.0,,389,11.44,50,241.0,209,132,179.0,,389,15.15,15.15,515.0,,,,,,,,2.5,2.5,0,0.0,85,253860,0.03,0.03,0.0,0.0,1.0,253860.0
Randers FC,,,,91.16,91.16,2917,,,,,,48.06,48.06,1538,4.5,4.5,144,42.63,42.63,1364,8.97,8.97,287,,,,,,,,,,,,,,,,,,84420.0,7.65,,,,,,,,,1.56,1.56,50,,,,,66.67,1.0,2.0,,,,0.03,0.03,,,1.0,,,326,10.19,104,250.0,187,136,161.0,,326,14.06,14.06,450.0,,,,,,,,1.78,1.78,0,0.0,57,540394,0.03,0.03,0.0,0.0,1.0,190914.0
Horsens,,,,80.03,80.03,2561,,,,,,39.81,39.81,1274,3.94,3.94,126,41.78,41.78,1337,9.34,9.34,299,,,,,,,,,,,,,,,,,,24657.0,7.43,,,,,,,,,1.31,1.31,42,,,,,85.71,0.0,7.0,,,,0.06,0.06,0.0,0.0,2.0,83751.0,,276,8.63,104,217.0,121,100,94.0,,276,16.72,16.72,535.0,,,,,,,,2.0,2.0,0,0.0,64,86855,0.03,0.03,0.0,0.0,1.0,86855.0
SpVgg Greuther Fürth,,,,97.38,97.38,3311,,,,,,51.91,51.91,1765,5.62,5.62,191,42.53,42.53,1446,10.29,10.29,350,,,,,,,,,,,,,,,,,,23277920.0,7.62,,,,,,,,,2.32,2.32,79,,,,,66.67,2.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,32360.0,,384,11.29,66,273.0,170,159,161.0,,384,14.03,14.03,477.0,,,,,,,,1.88,1.88,0,0.0,64,34587,0.06,0.06,0.0,0.0,2.0,32360.0
Karlsruher SC,,,,79.03,79.03,2687,,,,,,50.47,50.47,1716,5.59,5.59,190,41.91,41.91,1425,10.59,10.59,360,,,,,,,,,,,,,,,,,,33524.0,7.9,,,,,,,,,1.62,1.62,55,,,,,75.0,0.0,4.0,,,,0.09,0.09,,,3.0,,,451,13.26,57,345.0,199,173,152.0,,451,13.65,13.65,464.0,,,,,,,,1.91,1.91,2,0.06,65,34378,0.09,0.09,0.0,0.0,3.0,32477.0
Sandhausen,,,,70.53,70.53,2398,,,,,,40.82,40.82,1388,4.15,4.15,141,31.32,31.32,1065,11.21,11.21,381,,,,,,,,,,,,,,,,,,23277919.0,8.36,,,,,,,,,1.38,1.38,47,,,,,50.0,1.0,1.0,,,,0.06,0.06,0.0,0.0,2.0,30850.0,,272,8.0,49,209.0,146,112,130.0,,272,10.91,10.91,371.0,,,,,,,,2.71,2.71,0,0.0,92,30850,0.03,0.03,0.0,0.0,1.0,25747.0
Fortuna Düsseldorf,,,,71.85,71.85,2443,,,,,,52.82,52.82,1796,4.65,4.65,158,40.85,40.85,1389,9.56,9.56,325,,,,,,,,,,,,,,,,,,24817991.0,7.34,,,,,,,,,1.03,1.03,35,,,,,66.67,3.0,6.0,,,,0.06,0.06,,,2.0,,,425,12.5,49,315.0,194,185,169.0,,425,11.94,11.94,406.0,,,,,,,,2.35,2.35,1,0.03,80,155136,0.06,0.06,0.0,0.0,2.0,25683.0
FC Midtjylland,,,,96.7,96.7,3191,,,,,,51.39,51.39,1696,5.7,5.7,188,46.21,46.21,1525,9.45,9.45,312,,,,,,,,,,,,,,,,,,23698077.0,7.72,,,,,,,,,1.55,1.55,51,,,,,71.43,2.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,62855.0,,443,13.42,134,301.0,205,181,189.0,,443,14.7,14.7,485.0,,,,,,,,1.94,1.94,0,0.0,64,84981,0.06,0.06,0.0,0.0,2.0,219485.0
SC Heerenveen,,,,91.03,91.03,3277,,,,,,49.86,49.86,1795,4.64,4.64,167,42.67,42.67,1536,9.03,9.03,325,,,,,,,,,,,,,,,,,,25033.0,7.75,,,,,,,,,1.39,1.39,50,,,,,33.33,2.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,74182.0,,439,12.19,114,283.0,203,159,177.0,,439,14.11,14.11,508.0,,,,,,,,1.53,1.53,0,0.0,55,24714,,,,,,
Sparta Rotterdam,,,,102.11,102.11,3880,,,,,,47.5,47.5,1805,4.37,4.37,166,40.32,40.32,1532,9.16,9.16,348,,,,,,,,,,,,,,,,,,28212.0,7.55,,,,,,,,,1.29,1.29,49,,,,,85.71,1.0,6.0,,,,0.05,0.05,0.0,0.0,2.0,23489.0,,434,11.42,115,294.0,197,173,185.0,,434,14.74,14.74,560.0,,,,,,,,1.29,1.29,3,0.08,49,29209,0.03,0.03,0.0,0.0,1.0,9939197.0
İstanbulspor,,,,87.42,87.42,3147,,,,,,41.39,41.39,1490,3.61,3.61,130,49.0,49.0,1764,10.69,10.69,385,,,,,,,,,,,,,,,,,,2846848.0,7.19,,,,,,,,,2.11,2.11,76,,,,,66.67,0.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,80663.0,,326,9.06,51,209.0,150,125,141.0,,326,15.0,15.0,540.0,,,,,,,,2.42,2.42,2,0.06,87,462068,0.08,0.08,0.0,0.0,3.0,53507.0
Trabzonspor,,,,106.92,106.92,3849,,,,,,52.69,52.69,1897,5.19,5.19,187,64.19,64.19,2311,11.06,11.06,398,,,,,,,,,,,,,,,,,,107938.0,7.62,,,,,,,,,1.64,1.64,59,,,,,88.89,0.0,9.0,,,,0.11,0.11,0.0,0.0,4.0,32399.0,,485,13.47,78,331.0,221,198,215.0,,485,13.42,13.42,483.0,,,,,,,,1.86,1.86,0,0.0,67,107938,0.03,0.03,0.0,0.0,1.0,23278578.0
Eintracht Frankfurt,,,,90.12,90.12,3064,,,,,,52.74,52.74,1793,5.53,5.53,188,43.65,43.65,1484,10.88,10.88,370,,,,,,,,,,,,,,,,,,27067136.0,7.45,,,,,,,,,2.06,2.06,70,,,,,85.71,1.0,6.0,,,,0.0,0.0,1.0,0.03,0.0,,,367,10.79,106,277.0,180,143,129.0,,367,14.76,14.76,502.0,,,,,,,,2.09,2.09,0,0.0,71,32769,0.03,0.03,0.0,0.0,1.0,432872.0
FC Bayern München,,,,100.24,100.24,3408,,,,,,64.24,64.24,2184,6.74,6.74,229,54.56,54.56,1855,8.12,8.12,276,,,,,,,,,,,,,,,,,,32659.0,9.38,,,,,,,,,2.47,2.47,84,,,,,60.0,2.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,33685.0,,563,16.56,165,438.0,227,259,191.0,,563,16.0,16.0,544.0,,,,,,,,1.38,1.38,3,0.09,47,33685,0.06,0.06,0.0,0.0,2.0,32362.0
Club Brugge,,,,102.85,102.85,4114,,,,,,58.15,58.15,2326,6.35,6.35,254,48.48,48.48,1939,9.73,9.73,389,,,,,,,,,,,,,,,,,,1685328.0,7.54,,,,,,,,,1.63,1.63,65,,,,,54.55,5.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,37630141.0,,549,13.73,85,385.0,223,229,204.0,,549,13.38,13.38,535.0,,,,,,,,2.18,2.18,0,0.0,87,2945,0.03,0.03,0.0,0.0,1.0,37630141.0
Zulte-Waregem,,,,83.15,83.15,2827,,,,,,46.47,46.47,1580,4.79,4.79,163,35.68,35.68,1213,12.06,12.06,410,,,,,,,,,,,,,,,,,,23020.0,7.21,,,,,,,,,2.38,2.38,81,,,,,83.33,0.0,6.0,,,,0.12,0.12,0.0,0.0,4.0,96444.0,,311,9.15,42,265.0,148,137,99.0,,311,17.35,17.35,590.0,,,,,,,,2.32,2.32,0,0.0,79,37560901,0.09,0.09,0.0,0.0,3.0,26029.0
Crystal Palace,,,,87.66,87.66,3331,,,,,,45.26,45.26,1720,4.89,4.89,186,41.08,41.08,1561,10.61,10.61,403,,,,,,,,,,,,,,,,,,24799984.0,7.39,,,,,,,,,1.53,1.53,58,,,,,33.33,2.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,4598710.0,,395,10.39,138,273.0,163,138,157.0,,395,15.92,15.92,605.0,,,,,,,,2.13,2.13,3,0.08,81,5640926,0.05,0.05,0.0,0.0,2.0,336.0
Arsenal,,,,111.24,111.24,4227,,,,,,59.82,59.82,2273,5.87,5.87,223,64.68,64.68,2458,9.18,9.18,349,,,,,,,,,,,,,,,,,,537759.0,8.77,,,,,,,,,1.47,1.47,56,,,,,75.0,1.0,3.0,,,,,,,,,,,575,15.13,192,413.0,215,205,179.0,,575,13.89,13.89,528.0,,,,,,,,1.37,1.37,2,0.05,52,5329,,,,,,
Olympique Lyonnais,,,,123.34,123.34,4687,,,,,,58.08,58.08,2207,4.84,4.84,184,50.82,50.82,1931,13.11,13.11,498,,,,,,,,,,,,,,,,,,220052.0,7.6,,,,,,,,,1.5,1.5,57,,,,,75.0,2.0,6.0,,,,0.05,0.05,0.0,0.0,2.0,95617.0,,474,12.47,152,348.0,189,211,171.0,,474,18.53,18.53,704.0,,,,,,,,1.58,1.58,0,0.0,60,24469115,0.03,0.03,0.0,0.0,1.0,24469115.0
Ajaccio,,,,98.87,98.87,3757,,,,,,42.84,42.84,1628,3.32,3.32,126,36.61,36.61,1391,13.82,13.82,525,,,,,,,,,,,,,,,,,,290036.0,7.65,,,,,,,,,1.66,1.66,63,,,,,66.67,3.0,6.0,,,,0.21,0.21,0.0,0.0,8.0,94707.0,,292,7.68,86,197.0,154,89,124.0,,292,16.71,16.71,635.0,,,,,,,,2.24,2.24,0,0.0,85,102049,0.05,0.05,0.0,0.0,2.0,95293.0
Benfica,,,,116.71,116.71,3968,,,,,,63.97,63.97,2175,8.06,8.06,274,69.09,69.09,2349,11.53,11.53,392,,,,,,,,,,,,,,,,,,160208.0,7.75,,,,,,,,,2.47,2.47,84,,,,,69.23,4.0,9.0,,,,0.0,0.0,1.0,0.03,0.0,,,529,15.56,97,405.0,243,210,177.0,,529,17.53,17.53,596.0,,,,,,,,1.88,1.88,0,0.0,64,1822,0.09,0.09,0.0,0.0,3.0,1822.0
Arouca,,,,80.21,80.21,2727,,,,,,47.32,47.32,1609,3.35,3.35,114,29.41,29.41,1000,12.74,12.74,433,,,,,,,,,,,,,,,,,,260856.0,7.57,,,,,,,,,1.53,1.53,52,,,,,83.33,1.0,5.0,,,,0.12,0.12,0.0,0.0,4.0,1494704.0,,330,9.71,56,170.0,161,128,192.0,,330,15.82,15.82,538.0,,,,,,,,2.35,2.35,0,0.0,80,160174,,,,,,
Mazatlán,,,,76.38,76.38,2597,,,,,,46.62,46.62,1585,4.0,4.0,136,32.32,32.32,1099,11.21,11.21,381,,,,,,,,,,,,,,,,,,237088.0,7.15,,,,,,,,,1.18,1.18,40,,,,,33.33,2.0,1.0,,,,0.12,0.12,0.0,0.0,4.0,5666518.0,,359,10.56,70,215.0,181,125,188.0,,359,13.62,13.62,463.0,,,,,,,,2.56,2.56,0,0.0,87,244379,0.06,0.06,0.0,0.0,2.0,254554.0
Guadalajara,,,,83.95,83.95,3442,,,,,,47.44,47.44,1945,5.15,5.15,211,40.29,40.29,1652,10.63,10.63,436,,,,,,,,,,,,,,,,,,254021.0,7.6,,,,,,,,,1.59,1.59,65,,,,,55.56,4.0,5.0,,,,0.1,0.1,0.0,0.0,4.0,252556.0,,554,13.51,85,308.0,267,196,283.0,,554,16.85,16.85,691.0,,,,,,,,2.41,2.41,0,0.0,99,37546337,0.07,0.07,0.0,0.0,3.0,25939661.0
Farense,,,,100.62,100.62,3421,,,,,,41.59,41.59,1414,6.38,6.38,217,57.5,57.5,1955,13.56,13.56,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.41,48,,,,,88.89,1.0,8.0,,,,0.12,0.12,0.0,0.0,4.0,221504.0,,349,10.26,67,0.0,173,159,0.0,,349,,,,,,,,,,,2.76,2.76,0,0.0,94,440988,0.12,0.12,0.0,0.0,4.0,161805.0
Torreense,,,,94.35,94.35,3208,,,,,,40.03,40.03,1361,4.82,4.82,164,52.09,52.09,1771,12.82,12.82,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.41,48,,,,,66.67,1.0,2.0,,,,0.06,0.06,0.0,0.0,2.0,159723.0,,331,9.74,65,0.0,190,126,0.0,,331,,,,,,,,,,,2.88,2.88,0,0.0,98,537107,0.09,0.09,0.0,0.0,3.0,37257570.0
Hamburger SV,,,,85.41,85.41,2904,,,,,,58.97,58.97,2005,5.26,5.26,179,43.62,43.62,1483,10.29,10.29,350,,,,,,,,,,,,,,,,,,6006039.0,7.45,,,,,,,,,1.62,1.62,55,,,,,42.86,4.0,3.0,,,,0.12,0.12,1.0,0.03,4.0,3861546.0,,422,12.41,54,329.0,213,192,183.0,,422,12.85,12.85,437.0,,,,,,,,2.24,2.24,2,0.06,76,38208,0.09,0.09,0.0,0.0,3.0,537201.0
Heidenheim,,,,92.35,92.35,3140,,,,,,50.53,50.53,1718,5.74,5.74,195,44.94,44.94,1528,9.68,9.68,329,,,,,,,,,,,,,,,,,,537629.0,7.72,,,,,,,,,1.56,1.56,53,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,30995.0,,421,12.38,52,299.0,217,171,186.0,,421,12.56,12.56,427.0,,,,,,,,1.65,1.65,0,0.0,56,34987,0.03,0.03,0.0,0.0,1.0,32747.0
Paderborn,,,,94.21,94.21,3203,,,,,,59.24,59.24,2014,4.65,4.65,158,42.38,42.38,1441,8.26,8.26,281,,,,,,,,,,,,,,,,,,741531.0,7.39,,,,,,,,,1.41,1.41,48,,,,,75.0,2.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,32446.0,,450,13.24,60,339.0,234,197,199.0,,450,11.85,11.85,403.0,,,,,,,,1.68,1.68,0,0.0,57,39608,0.06,0.06,0.0,0.0,2.0,41066.0
Hannover 96,,,,82.85,82.85,2817,,,,,,48.62,48.62,1653,4.41,4.41,150,34.12,34.12,1160,9.82,9.82,334,,,,,,,,,,,,,,,,,,1525233.0,7.19,,,,,,,,,1.0,1.0,34,,,,,60.0,2.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,33591.0,,334,9.82,51,270.0,169,157,134.0,,334,12.91,12.91,439.0,,,,,,,,2.29,2.29,3,0.09,78,418355,0.06,0.06,0.0,0.0,2.0,33591.0
Jahn Regensburg,,,,84.91,84.91,2887,,,,,,44.85,44.85,1525,4.24,4.24,144,33.85,33.85,1151,10.62,10.62,361,,,,,,,,,,,,,,,,,,53273.0,7.12,,,,,,,,,2.18,2.18,74,,,,,50.0,2.0,2.0,,,,0.12,0.12,0.0,0.0,4.0,32018.0,,351,10.32,43,237.0,189,127,159.0,,351,13.62,13.62,463.0,,,,,,,,2.62,2.62,1,0.03,89,36436,0.03,0.03,0.0,0.0,1.0,418377.0
Nürnberg,,,,82.53,82.53,2806,,,,,,48.88,48.88,1662,5.15,5.15,175,36.35,36.35,1236,9.44,9.44,321,,,,,,,,,,,,,,,,,,37807.0,7.28,,,,,,,,,1.68,1.68,57,,,,,66.67,0.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,34361.0,,376,11.06,66,249.0,197,134,200.0,,376,12.97,12.97,441.0,,,,,,,,2.26,2.26,1,0.03,77,3861563,,,,,,
Fulham,,,,87.03,87.03,3307,,,,,,48.47,48.47,1842,4.82,4.82,183,43.97,43.97,1671,10.45,10.45,397,,,,,,,,,,,,,,,,,,1366.0,7.74,,,,,,,,,1.58,1.58,60,,,,,55.56,4.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,2225.0,,397,10.45,121,283.0,180,148,144.0,,397,15.39,15.39,585.0,,,,,,,,2.13,2.13,2,0.05,81,160072,,,,,,
Liverpool,,,,116.5,116.5,4427,,,,,,61.13,61.13,2323,6.21,6.21,236,54.42,54.42,2068,9.63,9.63,366,,,,,,,,,,,,,,,,,,1917.0,7.46,,,,,,,,,2.21,2.21,84,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,6013424.0,,538,14.16,166,433.0,246,213,172.0,,538,13.92,13.92,529.0,,,,,,,,1.53,1.53,1,0.03,58,96099,,,,,,
Ural,,,,90.73,90.73,2722,,,,,,48.9,48.9,1467,5.5,5.5,165,48.47,48.47,1454,9.7,9.7,291,,,,,,,,,,,,,,,,,,37627911.0,7.75,,,,,,,,,1.47,1.47,44,,,,,75.0,0.0,4.0,,,,0.07,0.07,1.0,0.03,2.0,171923.0,,342,11.4,83,244.0,149,115,131.0,,342,10.43,10.43,313.0,,,,,,,,2.4,2.4,0,0.0,72,73663,0.07,0.07,0.0,0.0,2.0,373220.0
Spartak Moskva,,,,97.0,97.0,2910,,,,,,58.17,58.17,1745,5.6,5.6,168,51.6,51.6,1548,9.8,9.8,294,,,,,,,,,,,,,,,,,,24256.0,7.98,,,,,,,,,1.5,1.5,45,,,,,54.55,5.0,6.0,,,,0.1,0.1,0.0,0.0,3.0,170138.0,,463,15.43,125,354.0,179,189,170.0,,463,11.33,11.33,340.0,,,,,,,,2.47,2.47,0,0.0,74,172130,0.13,0.13,0.0,0.0,4.0,96764.0
UD Oliveirense,,,,104.15,104.15,3541,,,,,,41.71,41.71,1418,5.56,5.56,189,53.09,53.09,1805,14.09,14.09,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,1.88,64,,,,,60.0,2.0,3.0,,,,0.18,0.18,0.0,0.0,6.0,159182.0,,337,9.91,83,0.0,177,141,0.0,,337,,,,,,,,,,,3.32,3.32,0,0.0,113,2816052,0.12,0.12,0.0,0.0,4.0,539809.0
Mafra,,,,105.94,105.94,3602,,,,,,41.79,41.79,1421,4.82,4.82,164,58.18,58.18,1978,11.97,11.97,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.65,56,,,,,50.0,4.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,162434.0,,354,10.41,65,0.0,164,147,0.0,,354,,,,,,,,,,,2.85,2.85,0,0.0,97,511725,0.09,0.09,0.0,0.0,3.0,160148.0
Nacional,,,,98.24,98.24,3340,,,,,,38.03,38.03,1293,5.47,5.47,186,60.76,60.76,2066,12.65,12.65,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.44,49,,,,,60.0,2.0,3.0,,,,0.09,0.09,0.0,0.0,3.0,158291.0,,337,9.91,72,0.0,193,127,0.0,,337,,,,,,,,,,,2.79,2.79,0,0.0,95,158291,0.15,0.15,0.0,0.0,5.0,37615912.0
Tondela,,,,103.18,103.18,3508,,,,,,37.97,37.97,1291,4.68,4.68,159,50.03,50.03,1701,12.47,12.47,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.82,62,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,37522757.0,,313,9.21,57,1.0,166,116,5.0,,313,0.79,0.79,27.0,,,,,,,,2.94,2.94,0,0.0,100,37257572,0.03,0.03,0.0,0.0,1.0,10948336.0
FC Union Berlin,,,,77.24,77.24,2626,,,,,,44.21,44.21,1503,4.85,4.85,165,38.76,38.76,1318,11.85,11.85,403,,,,,,,,,,,,,,,,,,31709.0,7.55,,,,,,,,,1.79,1.79,61,,,,,42.86,4.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,540203.0,,349,10.26,84,250.0,185,121,131.0,,349,13.12,13.12,446.0,,,,,,,,1.94,1.94,0,0.0,66,31907,0.03,0.03,0.0,0.0,1.0,42102.0
Hertha BSC,,,,78.65,78.65,2674,,,,,,42.21,42.21,1435,4.32,4.32,147,30.68,30.68,1043,10.47,10.47,356,,,,,,,,,,,,,,,,,,33187618.0,8.06,,,,,,,,,1.68,1.68,57,,,,,85.71,0.0,7.0,,,,0.03,0.03,,,1.0,,,320,9.41,90,246.0,169,135,138.0,,320,13.03,13.03,443.0,,,,,,,,2.38,2.38,2,0.06,81,43243,0.03,0.03,0.0,0.0,1.0,75066.0
Borussia Mönchengladbach,,,,79.62,79.62,2707,,,,,,54.24,54.24,1844,4.44,4.44,151,30.68,30.68,1043,9.03,9.03,307,,,,,,,,,,,,,,,,,,32193.0,8.16,,,,,,,,,2.12,2.12,72,,,,,66.67,2.0,4.0,,,,0.06,0.06,0.0,0.0,2.0,310132.0,,374,11.0,91,278.0,154,176,131.0,,374,13.0,13.0,442.0,,,,,,,,1.82,1.82,1,0.03,62,23738800,0.03,0.03,0.0,0.0,1.0,62502.0
TSG Hoffenheim,,,,84.5,84.5,2873,,,,,,46.62,46.62,1585,4.74,4.74,161,34.47,34.47,1172,12.65,12.65,430,,,,,,,,,,,,,,,,,,4536572.0,7.34,,,,,,,,,2.29,2.29,78,,,,,70.0,3.0,7.0,,,,0.06,0.06,0.0,0.0,2.0,52792.0,,355,10.44,105,267.0,173,140,139.0,,355,13.12,13.12,446.0,,,,,,,,2.29,2.29,2,0.06,78,32853,0.09,0.09,0.0,0.0,3.0,5640817.0
