team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id
Lorient,,,,88.45,88.45,3361,,,,,,46.68,46.68,1774,3.82,3.82,145,36.71,36.71,1395,10.95,10.95,416,,,,,,,,,,,,,,,,,,432840.0,8.29,,,,,,,,,1.32,1.32,50,,,,,66.67,2.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,109348.0,,358,9.42,121,259.0,144,157,146.0,,358,18.39,18.39,699.0,,,,,,,,1.18,1.18,0,0.0,45,96082,0.08,0.08,0.0,0.0,3.0,96082.0
West Ham United,,,,84.21,84.21,3200,,,,,,41.34,41.34,1571,5.42,5.42,206,42.24,42.24,1605,8.58,8.58,326,,,,,,,,,,,,,,,,,,5273.0,7.3,,,,,,,,,1.63,1.63,62,,,,,75.0,2.0,6.0,,,,,,,,,,,416,10.95,143,301.0,206,146,171.0,,416,13.79,13.79,524.0,,,,,,,,1.16,1.16,1,0.03,44,5273,,,,,,
Manchester City,,,,126.21,126.21,4796,,,,,,64.76,64.76,2461,6.26,6.26,238,61.05,61.05,2320,8.79,8.79,334,,,,,,,,,,,,,,,,,,1371.0,7.92,,,,,,,,,1.34,1.34,51,,,,,90.0,1.0,9.0,,,,0.03,0.03,0.0,0.0,1.0,160956.0,,561,14.76,162,407.0,238,220,193.0,,561,11.37,11.37,432.0,,,,,,,,1.16,1.16,2,0.05,44,96353,,,,,,
FC Köln,,,,85.79,85.79,2917,,,,,,50.68,50.68,1723,6.03,6.03,205,45.15,45.15,1535,10.62,10.62,361,,,,,,,,,,,,,,,,,,32389.0,7.36,,,,,,,,,2.0,2.0,68,,,,,75.0,0.0,4.0,,,,0.09,0.09,,,3.0,,,382,11.24,115,294.0,158,155,123.0,,382,15.53,15.53,528.0,,,,,,,,2.21,2.21,3,0.09,75,418281,0.09,0.09,0.0,0.0,3.0,537592.0
Schalke 04,,,,79.09,79.09,2689,,,,,,45.0,45.0,1530,4.97,4.97,169,38.5,38.5,1309,11.29,11.29,384,,,,,,,,,,,,,,,,,,30554.0,7.27,,,,,,,,,2.03,2.03,69,,,,,80.0,1.0,4.0,,,,0.03,0.03,0.0,0.0,1.0,34530.0,,401,11.79,121,270.0,200,132,157.0,,401,13.76,13.76,468.0,,,,,,,,2.03,2.03,2,0.06,69,6983809,,,,,,
Odense BK,,,,85.84,85.84,2747,,,,,,49.09,49.09,1571,4.66,4.66,149,39.25,39.25,1256,8.13,8.13,260,,,,,,,,,,,,,,,,,,37509472.0,7.65,,,,,,,,,1.63,1.63,52,,,,,80.0,2.0,8.0,,,,0.03,0.03,0.0,0.0,1.0,37648345.0,,343,10.72,111,254.0,156,137,139.0,,343,13.88,13.88,444.0,,,,,,,,1.81,1.81,0,0.0,58,84292,0.09,0.09,0.0,0.0,3.0,5283589.0
AGF,,,,80.22,80.22,2567,,,,,,50.13,50.13,1604,4.84,4.84,155,43.0,43.0,1376,10.56,10.56,338,,,,,,,,,,,,,,,,,,29177.0,7.41,,,,,,,,,1.25,1.25,40,,,,,83.33,0.0,6.0,,,,0.06,0.06,0.0,0.0,2.0,84589.0,,344,10.75,114,248.0,173,133,147.0,,344,14.88,14.88,476.0,,,,,,,,1.97,1.97,5,0.16,63,84039,0.03,0.03,0.0,0.0,1.0,84039.0
Fatih Karagümrük,,,,84.17,84.17,3030,,,,,,45.78,45.78,1648,3.22,3.22,116,47.92,47.92,1725,10.67,10.67,384,,,,,,,,,,,,,,,,,,192056.0,7.91,,,,,,,,,1.53,1.53,55,,,,,87.5,0.0,8.0,,,,0.03,0.03,0.0,0.0,1.0,23269657.0,,350,9.72,60,252.0,142,164,140.0,,350,11.86,11.86,427.0,,,,,,,,2.25,2.25,0,0.0,81,330674,0.08,0.08,0.0,0.0,3.0,130216.0
Alanyaspor,,,,90.06,90.06,3242,,,,,,49.92,49.92,1797,4.33,4.33,156,55.22,55.22,1988,11.47,11.47,413,,,,,,,,,,,,,,,,,,201898.0,7.4,,,,,,,,,1.83,1.83,66,,,,,71.43,2.0,5.0,,,,0.08,0.08,0.0,0.0,3.0,1497.0,,282,7.83,41,229.0,153,133,125.0,,282,13.25,13.25,477.0,,,,,,,,2.17,2.17,1,0.03,78,1497,,,,,,
Giresunspor,,,,87.69,87.69,3157,,,,,,40.69,40.69,1465,4.33,4.33,156,55.33,55.33,1992,10.36,10.36,373,,,,,,,,,,,,,,,,,,203938.0,7.18,,,,,,,,,2.19,2.19,79,,,,,71.43,2.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,237282.0,,341,9.47,86,254.0,150,139,159.0,,341,12.61,12.61,454.0,,,,,,,,2.58,2.58,0,0.0,93,245082,0.03,0.03,0.0,0.0,1.0,27048385.0
Adana Demirspor,,,,87.72,87.72,3158,,,,,,47.06,47.06,1694,4.61,4.61,166,55.11,55.11,1984,9.03,9.03,325,,,,,,,,,,,,,,,,,,201807.0,9.08,,,,,,,,,2.28,2.28,82,,,,,63.64,4.0,7.0,,,,0.14,0.14,1.0,0.03,5.0,33707.0,,495,13.75,94,322.0,234,216,265.0,,495,12.14,12.14,437.0,,,,,,,,1.97,1.97,0,0.0,71,95672,0.06,0.06,0.0,0.0,2.0,4149.0
Anderlecht,,,,101.5,101.5,3451,,,,,,54.29,54.29,1846,5.26,5.26,179,46.26,46.26,1573,11.21,11.21,381,,,,,,,,,,,,,,,,,,30446976.0,8.06,,,,,,,,,2.29,2.29,78,,,,,75.0,0.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,30446976.0,,368,10.82,117,280.0,154,156,148.0,,368,15.59,15.59,530.0,,,,,,,,1.88,1.88,0,0.0,64,129696,0.06,0.06,0.0,0.0,2.0,61217.0
RFC Seraing,,,,72.29,72.29,2458,,,,,,40.79,40.79,1387,3.41,3.41,116,24.38,24.38,829,10.26,10.26,349,,,,,,,,,,,,,,,,,,37581867.0,7.45,,,,,,,,,1.65,1.65,56,,,,,85.71,1.0,6.0,,,,0.15,0.15,0.0,0.0,5.0,21394424.0,,209,6.15,44,144.0,109,77,119.0,,209,12.59,12.59,428.0,,,,,,,,2.53,2.53,0,0.0,86,528095,0.09,0.09,0.0,0.0,3.0,162518.0
Tijuana,,,,82.74,82.74,2813,,,,,,46.35,46.35,1576,5.15,5.15,175,37.76,37.76,1284,11.71,11.71,398,,,,,,,,,,,,,,,,,,2206989.0,7.41,,,,,,,,,1.85,1.85,63,,,,,71.43,2.0,5.0,,,,0.12,0.12,1.0,0.03,4.0,255235.0,,418,12.29,65,266.0,201,137,185.0,,418,18.44,18.44,627.0,,,,,,,,2.44,2.44,1,0.03,83,2206989,0.09,0.09,0.0,0.0,3.0,2206989.0
Rostov,,,,84.47,84.47,2534,,,,,,52.63,52.63,1579,4.47,4.47,134,42.4,42.4,1272,8.4,8.4,252,,,,,,,,,,,,,,,,,,374811.0,7.5,,,,,,,,,1.13,1.13,34,,,,,80.0,3.0,12.0,,,,0.03,0.03,0.0,0.0,1.0,8417341.0,,312,10.4,51,203.0,139,140,154.0,,312,11.6,11.6,348.0,,,,,,,,2.3,2.3,1,0.03,69,20693576,0.07,0.07,0.0,0.0,2.0,9939050.0
Orenburg,,,,88.2,88.2,2646,,,,,,47.73,47.73,1432,5.57,5.57,167,52.53,52.53,1576,10.3,10.3,309,,,,,,,,,,,,,,,,,,3533777.0,8.67,,,,,,,,,2.07,2.07,62,,,,,88.89,1.0,8.0,,,,0.04,0.04,,,1.0,,,399,13.3,66,302.0,195,184,182.0,,399,13.0,13.0,390.0,,,,,,,,2.57,2.57,0,0.0,77,56507,0.1,0.1,0.0,0.0,3.0,56507.0
Sochi,,,,91.37,91.37,2741,,,,,,52.0,52.0,1560,4.77,4.77,143,45.6,45.6,1368,9.1,9.1,273,,,,,,,,,,,,,,,,,,108968.0,7.47,,,,,,,,,2.43,2.43,73,,,,,75.0,2.0,6.0,,,,0.1,0.1,0.0,0.0,3.0,80829.0,,290,9.67,49,234.0,149,131,129.0,,290,11.7,11.7,351.0,,,,,,,,2.13,2.13,0,0.0,64,170523,0.07,0.07,0.0,0.0,2.0,170523.0
FK Nizjni Novgorod,,,,90.5,90.5,2715,,,,,,44.0,44.0,1320,3.8,3.8,114,43.23,43.23,1297,10.33,10.33,310,,,,,,,,,,,,,,,,,,3876936.0,7.34,,,,,,,,,1.7,1.7,51,,,,,87.5,0.0,8.0,,,,0.03,0.03,0.0,0.0,1.0,1499086.0,,284,9.47,74,201.0,112,107,117.0,,284,12.4,12.4,372.0,,,,,,,,2.7,2.7,2,0.07,81,37526867,0.13,0.13,0.0,0.0,4.0,169877.0
Porto II,,,,103.24,103.24,3510,,,,,,43.62,43.62,1483,6.09,6.09,207,58.21,58.21,1979,12.44,12.44,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.53,52,,,,,77.78,2.0,7.0,,,,0.09,0.09,0.0,0.0,3.0,11298635.0,,370,10.88,86,7.0,179,148,9.0,,370,0.47,0.47,16.0,,,,,,,,2.76,2.76,0,0.0,94,25548855,0.06,0.06,0.0,0.0,2.0,37257644.0
Sporting Covilhã,,,,101.35,101.35,3446,,,,,,37.41,37.41,1272,5.06,5.06,172,56.76,56.76,1930,13.29,13.29,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,1.88,64,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,510423.0,,289,8.5,58,0.0,155,119,0.0,,289,,,,,,,,,,,2.5,2.5,0,0.0,85,78129,0.09,0.09,0.0,0.0,3.0,159613.0
Sporting Braga,,,,102.47,102.47,3484,,,,,,54.85,54.85,1865,5.88,5.88,200,51.03,51.03,1735,11.38,11.38,387,,,,,,,,,,,,,,,,,,159589.0,8.67,,,,,,,,,1.74,1.74,59,,,,,66.67,2.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,101045.0,,514,15.12,70,340.0,212,225,217.0,,514,14.65,14.65,498.0,,,,,,,,2.5,2.5,2,0.06,85,164280,0.12,0.12,0.0,0.0,4.0,158939.0
Sporting CP,,,,106.47,106.47,3620,,,,,,63.41,63.41,2156,7.09,7.09,241,52.97,52.97,1801,11.0,11.0,374,,,,,,,,,,,,,,,,,,21781428.0,7.96,,,,,,,,,2.06,2.06,70,,,,,70.0,3.0,7.0,,,,0.09,0.09,0.0,0.0,3.0,8456257.0,,519,15.26,95,370.0,239,205,184.0,,519,15.44,15.44,525.0,,,,,,,,2.62,2.62,0,0.0,89,893705,0.03,0.03,0.0,0.0,1.0,133580.0
Olympique Marseille,,,,118.34,118.34,4497,,,,,,56.97,56.97,2165,5.5,5.5,209,55.87,55.87,2123,13.5,13.5,513,,,,,,,,,,,,,,,,,,102002.0,7.72,,,,,,,,,1.76,1.76,67,,,,,85.71,1.0,6.0,,,,0.08,0.08,0.0,0.0,3.0,62623.0,,504,13.26,155,379.0,228,190,176.0,,504,17.92,17.92,681.0,,,,,,,,1.71,1.71,6,0.16,65,13171199,0.03,0.03,0.0,0.0,1.0,62623.0
Reims,,,,102.76,102.76,3905,,,,,,48.5,48.5,1843,4.68,4.68,178,46.95,46.95,1784,12.95,12.95,492,,,,,,,,,,,,,,,,,,608329.0,7.7,,,,,,,,,2.24,2.24,85,,,,,87.5,1.0,7.0,,,,0.18,0.18,0.0,0.0,7.0,37261923.0,,468,12.32,128,328.0,237,183,198.0,,468,17.68,17.68,672.0,,,,,,,,1.97,1.97,5,0.13,75,194768,0.05,0.05,0.0,0.0,2.0,194768.0
Antalyaspor,,,,88.17,88.17,3174,,,,,,47.97,47.97,1727,4.44,4.44,160,53.61,53.61,1930,10.86,10.86,391,,,,,,,,,,,,,,,,,,203344.0,8.36,,,,,,,,,2.17,2.17,78,,,,,75.0,1.0,3.0,,,,0.19,0.19,1.0,0.03,7.0,25796.0,,382,10.61,62,253.0,187,155,185.0,,382,16.06,16.06,578.0,,,,,,,,1.92,1.92,1,0.03,69,129882,,,,,,
Galatasaray,,,,104.39,104.39,3758,,,,,,53.33,53.33,1920,6.78,6.78,244,70.47,70.47,2537,11.64,11.64,419,,,,,,,,,,,,,,,,,,129095.0,7.7,,,,,,,,,1.89,1.89,68,,,,,66.67,4.0,8.0,,,,0.08,0.08,0.0,0.0,3.0,133127.0,,529,14.69,94,407.0,250,250,230.0,,529,14.11,14.11,508.0,,,,,,,,2.19,2.19,1,0.03,79,12036864,0.03,0.03,0.0,0.0,1.0,201370.0
Antwerp,,,,97.28,97.28,3891,,,,,,53.23,53.23,2129,4.88,4.88,195,44.8,44.8,1792,9.75,9.75,390,,,,,,,,,,,,,,,,,,1690.0,8.01,,,,,,,,,2.28,2.28,91,,,,,91.67,1.0,11.0,,,,0.05,0.05,0.0,0.0,2.0,26635.0,,448,11.2,81,346.0,216,179,181.0,,448,15.98,15.98,639.0,,,,,,,,1.75,1.75,1,0.03,70,949,,,,,,
OH Leuven,,,,71.62,71.62,2435,,,,,,50.91,50.91,1731,5.06,5.06,172,41.79,41.79,1421,9.62,9.62,327,,,,,,,,,,,,,,,,,,24817139.0,7.45,,,,,,,,,1.59,1.59,54,,,,,85.71,2.0,12.0,,,,0.06,0.06,0.0,0.0,2.0,97614.0,,400,11.76,45,277.0,168,170,153.0,,400,15.71,15.71,534.0,,,,,,,,1.79,1.79,0,0.0,61,119959,,,,,,
Portimonense SAD,,,,89.56,89.56,3045,,,,,,48.85,48.85,1661,5.0,5.0,170,34.32,34.32,1167,12.5,12.5,425,,,,,,,,,,,,,,,,,,439325.0,7.58,,,,,,,,,2.0,2.0,68,,,,,37.5,5.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,102089.0,,345,10.15,51,249.0,194,120,145.0,,345,14.12,14.12,480.0,,,,,,,,2.88,2.88,0,0.0,98,518450,0.06,0.06,0.0,0.0,2.0,129819.0
Boavista,,,,87.59,87.59,2978,,,,,,48.09,48.09,1635,5.29,5.29,180,32.94,32.94,1120,12.74,12.74,433,,,,,,,,,,,,,,,,,,529761.0,7.24,,,,,,,,,1.91,1.91,65,,,,,50.0,2.0,2.0,,,,0.12,0.12,1.0,0.03,4.0,260830.0,,345,10.15,54,216.0,180,123,154.0,,345,15.35,15.35,522.0,,,,,,,,3.12,3.12,2,0.06,106,111694,0.09,0.09,0.0,0.0,3.0,429918.0
Chaves,,,,82.65,82.65,2810,,,,,,47.18,47.18,1604,4.76,4.76,162,36.62,36.62,1245,12.44,12.44,423,,,,,,,,,,,,,,,,,,21763074.0,7.42,,,,,,,,,1.62,1.62,55,,,,,63.64,4.0,7.0,,,,0.18,0.18,0.0,0.0,6.0,162259.0,,434,12.76,74,240.0,206,151,212.0,,434,13.47,13.47,458.0,,,,,,,,3.03,3.03,1,0.03,103,162259,0.18,0.18,0.0,0.0,6.0,225452.0
Vitória SC,,,,88.76,88.76,3018,,,,,,48.29,48.29,1642,5.03,5.03,171,40.21,40.21,1367,13.82,13.82,470,,,,,,,,,,,,,,,,,,37579762.0,7.33,,,,,,,,,1.68,1.68,57,,,,,80.0,0.0,5.0,,,,0.12,0.12,0.0,0.0,4.0,159435.0,,381,11.21,75,229.0,175,124,173.0,,381,16.15,16.15,549.0,,,,,,,,3.38,3.38,0,0.0,115,37539406,0.18,0.18,0.0,0.0,6.0,159435.0
Necaxa,,,,69.37,69.37,2428,,,,,,44.4,44.4,1554,3.89,3.89,136,30.4,30.4,1064,11.91,11.91,417,,,,,,,,,,,,,,,,,,20683407.0,7.16,,,,,,,,,1.63,1.63,57,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,37600542.0,,403,11.51,54,241.0,206,125,199.0,,403,15.26,15.26,534.0,,,,,,,,2.77,2.77,1,0.03,97,255010,0.06,0.06,0.0,0.0,2.0,186366.0
Pachuca,,,,99.02,99.02,4060,,,,,,51.37,51.37,2106,5.78,5.78,237,36.8,36.8,1509,10.95,10.95,449,,,,,,,,,,,,,,,,,,253833.0,7.45,,,,,,,,,1.8,1.8,74,,,,,81.82,2.0,9.0,,,,0.1,0.1,0.0,0.0,4.0,235840.0,,672,16.39,126,366.0,276,264,351.0,,672,15.8,15.8,648.0,,,,,,,,2.07,2.07,6,0.15,85,236230,0.02,0.02,0.0,0.0,1.0,10947888.0
Tigres UANL,,,,93.52,93.52,4115,,,,,,55.32,55.32,2434,5.43,5.43,239,43.91,43.91,1932,10.93,10.93,481,,,,,,,,,,,,,,,,,,94073.0,7.58,,,,,,,,,1.91,1.91,84,,,,,87.5,1.0,7.0,,,,0.16,0.16,0.0,0.0,7.0,253590.0,,631,14.34,88,392.0,327,217,275.0,,631,17.16,17.16,755.0,,,,,,,,2.68,2.68,0,0.0,118,236902,0.14,0.14,0.0,0.0,6.0,236902.0
İstanbul Başakşehir,,,,94.72,94.72,3410,,,,,,50.5,50.5,1818,4.61,4.61,166,62.22,62.22,2240,10.94,10.94,394,,,,,,,,,,,,,,,,,,37537178.0,8.77,,,,,,,,,2.19,2.19,79,,,,,80.0,1.0,4.0,,,,0.08,0.08,0.0,0.0,3.0,200248.0,,351,9.75,72,246.0,145,148,147.0,,351,13.0,13.0,468.0,,,,,,,,2.03,2.03,1,0.03,73,766594,0.08,0.08,0.0,0.0,3.0,740.0
Kasımpaşa,,,,93.36,93.36,3361,,,,,,44.14,44.14,1589,4.53,4.53,163,60.97,60.97,2195,12.47,12.47,449,,,,,,,,,,,,,,,,,,297691.0,7.34,,,,,,,,,2.22,2.22,80,,,,,83.33,0.0,6.0,,,,0.08,0.08,0.0,0.0,3.0,1827.0,,371,10.31,57,249.0,183,151,168.0,,371,14.03,14.03,505.0,,,,,,,,2.47,2.47,0,0.0,89,95752,0.03,0.03,0.0,0.0,1.0,305950.0
Silkeborg IF,,,,84.69,84.69,2710,,,,,,55.47,55.47,1775,4.94,4.94,158,47.75,47.75,1528,6.19,6.19,198,,,,,,,,,,,,,,,,,,37546910.0,7.65,,,,,,,,,1.13,1.13,36,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,84605.0,,329,10.28,120,246.0,139,140,138.0,,329,14.47,14.47,463.0,,,,,,,,1.13,1.13,0,0.0,36,119637,,,,,,
Aalborg BK,,,,82.59,82.59,2643,,,,,,47.88,47.88,1532,5.13,5.13,164,38.34,38.34,1227,9.09,9.09,291,,,,,,,,,,,,,,,,,,302358.0,7.65,,,,,,,,,2.13,2.13,68,,,,,50.0,1.0,1.0,,,,,,,,,,,354,11.06,109,256.0,166,143,144.0,,354,15.16,15.16,485.0,,,,,,,,1.81,1.81,0,0.0,58,302358,,,,,,
Penafiel,,,,99.21,99.21,3373,,,,,,40.56,40.56,1379,5.97,5.97,203,54.94,54.94,1868,13.85,13.85,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.29,78,,,,,0.0,1.0,0.0,,,,0.09,0.09,0.0,0.0,3.0,509518.0,,309,9.09,63,0.0,165,120,0.0,,309,,,,,,,,,,,2.71,2.71,0,0.0,92,162408,0.09,0.09,0.0,0.0,3.0,145904.0
Leixões,,,,94.24,94.24,3204,,,,,,39.41,39.41,1340,5.76,5.76,196,50.59,50.59,1720,11.85,11.85,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,46,,,,,66.67,0.0,3.0,,,,0.18,0.18,0.0,0.0,6.0,178008.0,,322,9.47,85,0.0,168,127,0.0,,322,,,,,,,,,,,3.0,3.0,0,0.0,102,509715,0.21,0.21,0.0,0.0,7.0,178008.0
Ankaragücü,0.83,114.3,30.0,93.78,93.78,3376,183.14,184.69,192.75,178.59,182.68,48.44,48.44,1744,5.17,5.17,186,61.31,61.31,2207,11.36,11.36,409,36.0,18.0,18.0,36.0,29.0,17.0,5.0,2.0,0.0,27.0,11.0,4.0,1.0,0.0,0.0,5.0,3.0,390278.0,8.47,10.0,0.28,10.0,9.0,324.0,5.0,90.0,58.0,2.25,2.25,81,413.94,413.94,35.65,14902.0,60.0,2.0,3.0,7.0,32.0,0.0,0.03,0.03,1.0,0.03,1.0,108160.0,85.73,418,11.61,108,258.0,181,142,160.0,3.0,418,15.75,15.75,567.0,8.46,1.16,1278.0,654.0,654.0,1278.0,3429.0,1.89,1.89,1,0.03,68,30446979,0.03,0.03,0.0,0.0,1.0,223664.0
Konyaspor,,,,97.97,97.97,3527,,,,,,47.72,47.72,1718,3.92,3.92,141,61.17,61.17,2202,10.72,10.72,386,,,,,,,,,,,,,,,,,,410.0,7.65,,,,,,,,,2.31,2.31,83,,,,,85.71,1.0,6.0,,,,0.12,0.12,,,4.0,,,376,10.44,64,293.0,180,151,141.0,,376,12.97,12.97,467.0,,,,,,,,2.39,2.39,1,0.03,86,84370,0.14,0.14,1.0,0.03,5.0,410.0
Fenerbahçe,,,,103.81,103.81,3737,,,,,,56.06,56.06,2018,5.5,5.5,198,64.08,64.08,2307,11.42,11.42,411,,,,,,,,,,,,,,,,,,37547467.0,7.64,,,,,,,,,1.78,1.78,64,,,,,88.24,2.0,15.0,,,,0.11,0.11,1.0,0.03,4.0,201444.0,,466,12.94,91,359.0,206,194,168.0,,466,13.78,13.78,496.0,,,,,,,,2.03,2.03,0,0.0,73,6580,0.08,0.08,0.0,0.0,3.0,1921.0
Ümraniyespor,,,,90.42,90.42,3255,,,,,,44.31,44.31,1595,4.47,4.47,161,55.17,55.17,1986,10.33,10.33,372,,,,,,,,,,,,,,,,,,5270487.0,7.46,,,,,,,,,1.78,1.78,64,,,,,90.0,1.0,9.0,,,,0.08,0.08,0.0,0.0,3.0,72780.0,,365,10.14,63,282.0,191,140,144.0,,365,12.0,12.0,432.0,,,,,,,,2.11,2.11,1,0.03,76,80301,0.08,0.08,0.0,0.0,3.0,80301.0
Gil Vicente,,,,91.44,91.44,3109,,,,,,52.59,52.59,1788,6.47,6.47,220,40.62,40.62,1381,12.88,12.88,438,,,,,,,,,,,,,,,,,,22145904.0,7.62,,,,,,,,,1.88,1.88,64,,,,,62.5,3.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,186588.0,,391,11.5,79,262.0,205,147,183.0,,391,14.38,14.38,489.0,,,,,,,,2.41,2.41,0,0.0,82,222260,0.03,0.03,0.0,0.0,1.0,222260.0
Paços de Ferreira,,,,77.15,77.15,2623,,,,,,46.88,46.88,1594,5.74,5.74,195,35.53,35.53,1208,12.71,12.71,432,,,,,,,,,,,,,,,,,,160021.0,7.14,,,,,,,,,1.59,1.59,54,,,,,66.67,0.0,3.0,,,,0.12,0.12,0.0,0.0,4.0,158829.0,,351,10.32,75,209.0,169,127,187.0,,351,12.18,12.18,414.0,,,,,,,,3.15,3.15,2,0.06,107,108883,0.18,0.18,0.0,0.0,6.0,108883.0
Hatayspor,0.39,150.5,14.0,51.89,51.89,1868,183.29,182.5,187.67,177.36,181.35,28.44,28.44,1024,2.0,2.0,72,29.78,29.78,1072,6.92,6.92,249,36.0,18.0,18.0,36.0,32.0,24.0,22.0,5.0,0.0,13.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,113830.0,7.1,8.0,0.22,8.0,5.19,187.0,2.0,50.0,33.0,0.97,0.97,35,249.94,529.29,41.66,8998.0,50.0,0.0,2.0,11.0,19.0,1.0,0.03,0.03,0.0,0.0,1.0,95898.0,110.89,216,6.0,47,137.0,105,65,79.0,1.0,216,7.81,7.81,281.0,5.4,1.12,89.0,35.0,35.0,89.0,2107.0,1.42,1.42,3,0.08,51,109396,0.03,0.03,0.0,0.0,1.0,158481.0
Osasuna,,,,92.16,92.16,3502,,,,,,48.32,48.32,1836,4.18,4.18,159,44.55,44.55,1693,12.45,12.45,473,,,,,,,,,,,,,,,,,,186123.0,7.19,,,,,,,,,1.58,1.58,60,,,,,80.0,1.0,4.0,,,,0.18,0.18,0.0,0.0,7.0,186427.0,,394,10.37,97,271.0,221,139,175.0,,394,12.71,12.71,483.0,,,,,,,,2.5,2.5,1,0.03,95,188626,0.03,0.03,0.0,0.0,1.0,37297124.0
Sevilla,,,,91.03,91.03,3459,,,,,,52.97,52.97,2013,4.58,4.58,174,50.11,50.11,1904,11.39,11.39,433,,,,,,,,,,,,,,,,,,128943.0,7.4,,,,,,,,,2.79,2.79,106,,,,,80.0,1.0,4.0,,,,0.26,0.26,0.0,0.0,10.0,212976.0,,422,11.11,102,291.0,235,152,177.0,,422,13.74,13.74,522.0,,,,,,,,3.11,3.11,9,0.24,118,941,0.11,0.11,1.0,0.03,4.0,433169.0
Levante,0.5,186.6086956521739,23.0,101.3,101.3,4660,185.25,180.7,187.67,178.5,181.14,53.61,53.61,2466,5.3,5.3,244,41.22,41.22,1896,13.85,13.85,637,46.0,23.0,23.0,46.0,24.0,6.0,2.0,0.0,0.0,29.0,15.0,7.0,1.0,0.0,0.0,8.0,5.0,437094.0,7.31,11.0,0.24,11.0,8.41,387.0,5.0,90.0,46.0,1.87,1.87,86,426.7,467.33,33.1,19628.0,72.73,3.0,8.0,6.0,22.0,1.0,0.11,0.11,1.0,0.02,5.0,6984712.0,82.54,593,12.89,144,340.0,294,177,253.0,3.0,593,15.07,15.07,693.0,5.54,1.96,222.0,134.0,134.0,222.0,4292.0,2.87,2.87,1,0.02,132,187092,0.02,0.02,1.0,0.02,1.0,187167.0
Huesca,0.6,160.96,25.0,90.6,90.6,3805,181.11,181.9,187.67,182.38,182.37,40.86,40.86,1716,4.12,4.12,173,37.29,37.29,1566,12.07,12.07,507,42.0,21.0,21.0,42.0,26.0,8.0,2.0,0.0,0.0,28.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,159708.0,7.22,9.0,0.21,9.0,8.67,364.0,7.0,45.0,41.0,2.14,2.14,90,290.79,381.66,31.56,12213.0,75.0,1.0,3.0,6.0,21.0,4.0,0.17,0.17,0.0,0.0,7.0,63017.0,111.78,387,9.21,100,261.0,190,111,126.0,2.0,387,13.69,13.69,575.0,5.09,1.21,,,,,4024.0,2.62,2.62,0,0.0,110,189066,0.05,0.05,0.0,0.0,2.0,188081.0
